SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,REAL_TOTAL_PROD,REAL_STEAM2COND,REAL_STEAM2EXTR,REAL_WATER2COND,REAL_OIL2CONDEXTR,REAL_WATER2EXTR,REAL_ADD2CONDEXTR,REAL_ADD5,REAL_ADD6,WASTE_TOTAL_PROD,WASTE_STEAM2COND,WASTE_STEAM2EXTR,WASTE_WATER2COND,WASTE_OIL2CONDEXTR,WASTE_WATER2EXTR,WASTE_ADD2CONDEXTR,WASTE_ADD5,WASTE_ADD6
SEG_080126_171822_01,080126_171822,N/A,2026-08-01T17:18:22,2026-08-01T23:59:59,21594,13.675,1.9,1.032,0.419,0.402,0.4,0.221,0.063,0.015,0.0749,0.0104,0.0057,0.0023,0.0022,0.0022,0.0012,0.00035,8e-05
SEG_080126_171822_02,080126_171822,N/A,2026-08-02T00:00:00,2026-08-02T23:59:59,73598,38.8,5.796,3.379,1.217,0.922,1.248,0.536,0.178,0.151,0.5481,0.0819,0.0477,0.0172,0.013,0.0176,0.0076,0.00251,0.00213
SEG_080126_171822_03,080126_171822,N/A,2026-08-03T00:00:00,2026-08-03T05:51:49,19373,12.019,1.244,0.687,0.584,0.158,0.3,0.063,0.044,0.015,0.2334,0.0242,0.0133,0.0113,0.0031,0.0058,0.0012,0.00085,0.00029
SEG_080326_130233_01,080326_130233,N/A,2026-08-03T13:02:33,2026-08-03T23:59:59,30037,18.298,1.899,1.124,0.45,0.45,0.777,0.137,0.079,0.032,0.1536,0.0159,0.0094,0.0038,0.0038,0.0065,0.0012,0.00066,0.00027
SEG_080326_130233_02,080326_130233,N/A,2026-08-04T00:00:00,2026-08-04T23:59:59,69545,38.162,4.524,2.858,1.777,0.48,1.016,0.207,0.05,0.132,0.2668,0.0316,0.02,0.0124,0.0034,0.0071,0.0014,0.00035,0.00092
SEG_080326_130233_03,080326_130233,N/A,2026-08-05T00:00:00,2026-08-05T10:13:28,26609,12.94,1.804,1.153,0.605,0.225,0.515,0.082,0.048,0.036,0.1768,0.0247,0.0158,0.0083,0.0031,0.007,0.0011,0.00066,0.00049
SEG_080526_161050_01,080526_161050,N/A,2026-08-05T16:10:50,2026-08-05T23:59:59,19901,8.814,1.269,0.46,0.38,0.214,0.303,0.135,0.026,0.017,0.15,0.0216,0.0078,0.0065,0.0036,0.0052,0.0023,0.00044,0.00029
SEG_080526_161050_02,080526_161050,N/A,2026-08-06T00:00:00,2026-08-06T23:59:59,68787,47.299,6.252,3.58,1.669,1.006,2.112,0.7,0.108,0.167,0.4495,0.0594,0.034,0.0159,0.0096,0.0201,0.0067,0.00103,0.00159
SEG_080526_161050_03,080526_161050,N/A,2026-08-07T00:00:00,2026-08-07T11:28:31,29946,14.406,1.77,1.056,0.623,0.365,0.349,0.081,0.036,0.028,0.216,0.0265,0.0158,0.0093,0.0055,0.0052,0.0012,0.00054,0.00042
SEG_080726_151420_01,080726_151420,N/A,2026-08-07T15:14:20,2026-08-07T23:59:59,22324,13.722,1.631,0.949,0.493,0.322,0.521,0.108,0.029,0.015,0.2322,0.0276,0.0161,0.0083,0.0054,0.0088,0.0018,0.00049,0.00025
SEG_080726_151420_02,080726_151420,N/A,2026-08-08T00:00:00,2026-08-08T23:59:59,66248,35.398,4.531,3.157,1.478,0.815,1.283,0.475,0.166,0.076,0.4496,0.0575,0.0401,0.0188,0.0104,0.0163,0.006,0.00211,0.00097
SEG_080726_151420_03,080726_151420,N/A,2026-08-09T00:00:00,2026-08-09T07:54:05,26445,12.155,1.347,0.881,0.44,0.172,0.556,0.188,0.032,0.053,0.2306,0.0256,0.0167,0.0083,0.0033,0.0106,0.0036,0.00061,0.00101
SEG_080926_214342_01,080926_214342,N/A,2026-08-09T21:43:42,2026-08-09T23:59:59,7337,4.674,0.473,0.42,0.187,0.107,0.099,0.079,0.021,0.012,0.0359,0.0036,0.0032,0.0014,0.0008,0.0008,0.0006,0.00016,9e-05
SEG_080926_214342_02,080926_214342,N/A,2026-08-10T00:00:00,2026-08-10T23:21:10,63075,27.28,2.804,2.279,0.766,0.628,1.169,0.511,0.06,0.111,0.3445,0.0354,0.0288,0.0097,0.0079,0.0148,0.0065,0.00076,0.0014
SEG_081126_041305_01,081126_041305,N/A,2026-08-11T04:13:05,2026-08-11T23:59:59,67240,35.358,3.851,2.444,1.181,0.366,0.868,0.346,0.088,0.129,0.6007,0.0654,0.0415,0.0201,0.0062,0.0147,0.0059,0.00149,0.00219
SEG_081126_041305_02,081126_041305,N/A,2026-08-12T00:00:00,2026-08-12T23:59:59,63121,33.635,4.434,2.106,1.196,0.697,1.541,0.625,0.037,0.042,0.4008,0.0528,0.0251,0.0143,0.0083,0.0184,0.0074,0.00044,0.0005
SEG_081126_041305_03,081126_041305,N/A,2026-08-13T00:00:00,2026-08-13T03:41:03,11457,5.739,0.851,0.557,0.283,0.145,0.228,0.064,0.01,0.026,0.0588,0.0087,0.0057,0.0029,0.0015,0.0023,0.0007,0.0001,0.00027
